Z,A,E0,ThetaDeg,nu,cross,error,dataSet
6.0,12.0,0.62,60.0,0.3375,2270.0,110.0,25
6.0,12.0,0.62,60.0,0.3475,2320.0,130.0,25
6.0,12.0,0.62,60.0,0.3575,2370.0,130.0,25
6.0,12.0,0.62,60.0,0.3675,2580.0,140.0,25
6.0,12.0,0.62,60.0,0.3775,2640.0,150.0,25
6.0,12.0,0.62,60.0,0.3875,2800.0,160.0,25
6.0,12.0,0.62,60.0,0.3975,2680.0,170.0,25
6.0,12.0,0.62,60.0,0.4075,2750.0,180.0,25
6.0,12.0,0.62,60.0,0.4175,2590.0,190.0,25
6.0,12.0,0.62,60.0,0.4275,2690.0,200.0,25
6.0,12.0,0.62,60.0,0.4375,2680.0,210.0,25
6.0,12.0,0.62,60.0,0.4475,2430.0,270.0,25
6.0,12.0,0.62,60.0,0.4575,2180.0,290.0,25
6.0,12.0,0.62,60.0,0.4675,2300.0,320.0,25
6.0,12.0,0.62,60.0,0.4775,2000.0,310.0,25
6.0,12.0,0.62,60.0,0.4875,2170.0,370.0,25
6.0,12.0,0.62,60.0,0.4975,1890.0,430.0,25
6.0,12.0,0.56,60.0,0.0125,30.0,10.0,25
6.0,12.0,0.56,60.0,0.0225,30.0,10.0,25
6.0,12.0,0.56,60.0,0.0325,320.0,20.0,25
6.0,12.0,0.56,60.0,0.0425,480.0,20.0,25
6.0,12.0,0.56,60.0,0.0525,750.0,40.0,25
6.0,12.0,0.56,60.0,0.0625,1170.0,60.0,25
6.0,12.0,0.56,60.0,0.0725,1620.0,70.0,25
6.0,12.0,0.56,60.0,0.0825,2210.0,90.0,25
6.0,12.0,0.56,60.0,0.0925,2780.0,110.0,25
6.0,12.0,0.56,60.0,0.1025,3430.0,140.0,25
6.0,12.0,0.56,60.0,0.1125,3930.0,150.0,25
6.0,12.0,0.56,60.0,0.1225,4540.0,160.0,25
6.0,12.0,0.56,60.0,0.1325,4760.0,170.0,25
6.0,12.0,0.56,60.0,0.1425,4960.0,190.0,25
6.0,12.0,0.56,60.0,0.1525,4950.0,190.0,25
6.0,12.0,0.56,60.0,0.1625,4800.0,190.0,25
6.0,12.0,0.56,60.0,0.1725,4670.0,190.0,25
6.0,12.0,0.56,60.0,0.1825,4260.0,180.0,25
6.0,12.0,0.56,60.0,0.1925,3970.0,170.0,25
6.0,12.0,0.56,60.0,0.2025,3510.0,160.0,25
6.0,12.0,0.56,60.0,0.2125,2930.0,130.0,25
6.0,12.0,0.56,60.0,0.2225,2560.0,140.0,25
6.0,12.0,0.56,60.0,0.2325,2380.0,130.0,25
6.0,12.0,0.56,60.0,0.2425,2120.0,120.0,25
6.0,12.0,0.56,60.0,0.2525,2100.0,120.0,25
6.0,12.0,0.56,60.0,0.2625,2050.0,120.0,25
6.0,12.0,0.56,60.0,0.2725,2210.0,130.0,25
6.0,12.0,0.56,60.0,0.2825,2240.0,120.0,25
6.0,12.0,0.56,60.0,0.2925,2330.0,140.0,25
6.0,12.0,0.56,60.0,0.3025,2520.0,150.0,25
6.0,12.0,0.56,60.0,0.3125,2760.0,160.0,25
6.0,12.0,0.56,60.0,0.3225,2820.0,170.0,25
6.0,12.0,0.56,60.0,0.3325,3110.0,180.0,25
6.0,12.0,0.56,60.0,0.3425,3240.0,200.0,25
6.0,12.0,0.56,60.0,0.3525,3100.0,210.0,25
6.0,12.0,0.56,60.0,0.3625,3420.0,230.0,25
6.0,12.0,0.56,60.0,0.3725,3630.0,260.0,25
6.0,12.0,0.56,60.0,0.3825,3400.0,260.0,25
6.0,12.0,0.56,60.0,0.3925,3360.0,300.0,25
6.0,12.0,0.56,60.0,0.4025,3280.0,330.0,25
6.0,12.0,0.56,60.0,0.4125,3130.0,360.0,25
6.0,12.0,0.56,60.0,0.4225,2890.0,420.0,25
6.0,12.0,0.56,60.0,0.4325,2860.0,490.0,25
6.0,12.0,0.56,60.0,0.4425,2490.0,590.0,25
6.0,12.0,0.5187999999999999,60.0,0.011300000000000001,250.0,20.0,25
6.0,12.0,0.5187999999999999,60.0,0.0213,90.0,10.0,25
6.0,12.0,0.5187999999999999,60.0,0.0313,820.0,30.0,25
6.0,12.0,0.5187999999999999,60.0,0.041299999999999996,1040.0,40.0,25
6.0,12.0,0.5187999999999999,60.0,0.0513,1590.0,40.0,25
6.0,12.0,0.5187999999999999,60.0,0.0613,2300.0,50.0,25
6.0,12.0,0.5187999999999999,60.0,0.0713,3130.0,70.0,25
6.0,12.0,0.5187999999999999,60.0,0.0813,3830.0,80.0,25
6.0,12.0,0.5187999999999999,60.0,0.09129999999999999,4660.0,90.0,25
6.0,12.0,0.5187999999999999,60.0,0.1013,5300.0,100.0,25
6.0,12.0,0.5187999999999999,60.0,0.1113,5980.0,120.0,25
6.0,12.0,0.5187999999999999,60.0,0.12129999999999999,6280.0,120.0,25
6.0,12.0,0.5187999999999999,60.0,0.1313,6400.0,120.0,25
6.0,12.0,0.5187999999999999,60.0,0.1413,6440.0,130.0,25
6.0,12.0,0.5187999999999999,60.0,0.15130000000000002,6060.0,130.0,25
6.0,12.0,0.5187999999999999,60.0,0.1613,5490.0,120.0,25
6.0,12.0,0.5187999999999999,60.0,0.1713,4910.0,120.0,25
6.0,12.0,0.5187999999999999,60.0,0.18130000000000002,4280.0,110.0,25
6.0,12.0,0.5187999999999999,60.0,0.1913,3530.0,100.0,25
6.0,12.0,0.5187999999999999,60.0,0.2013,3190.0,100.0,25
